dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,tema,indexacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,assuntoGeral,local,arquivamento,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,acompanhamento,autoresEstruturados,regime,linksOrigem,norma,legislacaoCitada,linkLegislacao.url,linkLegislacao.rotulo,proposicaoLei.descricao,observacao
Remissivo,PROJETO DE LEI,PL,345,1967,DEPUTADO AMILCAR PADOVANI                  MDB,"DECLARA DE UTILIDADE PÚBLICA A SOCIEDADE RECREATIVA SÃO ROQUE, COM SEDE
EM JUIZ DE FORA.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, JUIZ DE FORA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1967-09-26,000150945,PL. 345 1967 - PROJETO DE LEI,1189,UTILIDADE PÚBLICA,NA,NA,20120302,1508,rosanacf,1967-09-22,"list(passo = 1, data = ""1967-09-22"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 23 10 1967\nREDAÇÃO FINAL\nAPROVAÇÃO: 7 11 1967\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. RONALDO CANEDO\nPUBLICAÇÃO: 12 10 1967\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. ALMEIDA PEIXOTO\nPUBLICAÇÃO: 1 11 1967\nSANCIONADO\nPUBLICAÇÃO DA LEI: 15 11 1967"")",list(),list(),N,"list(id = 1189, nome = ""DEPUTADO AMILCAR PADOVANI"", partido = ""MDB"")",DELIBERAÇÃO DE PLENÁRIO,NULL,LEI 4637 1967 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/4637/1967,LEI 4637 1967 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,344,1967,GOVERNADOR DO ESTADO,"AUTORIZA CONCESSÃO DE AUXÍLIO FINANCEIRO À BIBLIOTECA PÚBLICA DE
MANHUAÇU.",NA,"AUTORIZAÇÃO, EXECUTIVO, CONCESSÃO, AUXÍLIO FINANCEIRO, BIBLIOTECA
PÚBLICA, MUNICÍPIO, MANHUAÇU.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1967-09-26,000150946,PL. 344 1967 - PROJETO DE LEI,,AUXÍLIO FINANCEIRO,NA,NA,20130318,0937,vitoria,1967-09-22,"list(passo = 1, data = ""1967-09-22"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. RONALDO CANEDO\nPUBLICAÇÃO: 16 10 1967\nFINANÇAS\nDISCUSSÃO ÚNICA\nRELATOR: DEP. AUGUSTO ZENUN\nPUBLICAÇÃO: 16 10 1967\nAPROVADO PELA COMISSÃO ESPECIAL, DE ACORDO COM O ORIGINAL EM\n20 10 1967\nSANCIONADO\nPUBLICAÇÃO DA LEI: 15 11 1967"")",list(),list(),N,NULL,NA,"list(descricao = ""MSG 103 1967"")",LEI 4638 1967 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/4638/1967,LEI 4638 1967 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,343,1967,DEPUTADO BONIFÁCIO DE ANDRADA              ARENA,"DECLARA DE UTILIDADE PÚBLICA O ASILO DOS SAGRADOS CORAÇÕES DE JESUS E
MARIA, DE BARBACENA.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BARBACENA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1967-09-26,000150947,PL. 343 1967 - PROJETO DE LEI,281,UTILIDADE PÚBLICA,NA,NA,20120302,1506,rosanacf,1967-09-22,"list(passo = 1, data = ""1967-09-22"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 23 10 1967\nREDAÇÃO FINAL\nAPROVAÇÃO: 7 11 1967\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. GERALDO SANTANNA\nPUBLICAÇÃO: 12 10 1967\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. ALMEIDA PEIXOTO\nPUBLICAÇÃO: 1 11 1967\nSANCIONADO\nPUBLICAÇÃO DA LEI: 21 11 1967"")",list(),list(),N,"list(id = 281, nome = ""DEPUTADO BONIFÁCIO DE ANDRADA"", partido = ""ARENA"")",DELIBERAÇÃO DE PLENÁRIO,NULL,LEI 4644 1967 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/4644/1967,LEI 4644 1967 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,342,1967,DEPUTADO FUHAD SAHIONE                     MDB,"DISPÕE SOBRE EXECUÇÃO, EM CONVÊNIO COM O GOVERNADOR DO ESTADO, DE PLANOS
DIRETORES EM MUNICÍPIOS QUE SEJAM ESTÂNCIAS HIDROMINERAIS.","MUNICÍPIOS E DESENVOLVIMENTO REGIONAL
TURISMO","NORMAS, CONVÊNIO, EXECUTIVO, MUNICÍPIOS, HIPÓTESE, ESTÂNCIA
HIDROMINERAL, OBJETIVO, EXECUÇÃO, PLANO DIRETOR.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1967-09-23,000150950,PL. 342 1967 - PROJETO DE LEI,1183,"MUNICÍPIOS E DESENVOLVIMENTO REGIONAL
TURISMO",NA,NA,20150804,1135,malves,1967-09-21,"list(passo = 1, data = ""1967-09-21"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 27 9 1967\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 24 10 1967\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 14 11 1967\nREDAÇÃO FINAL\nAPROVAÇÃO: 22 11 1967\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ RAIMUNDO\nPUBLICAÇÃO: 20 10 1967\nASSUNTOS MUNICIPAIS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ARTUR FAGUNDES\nPUBLICAÇÃO: 20 10 1967\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. DALTON CANABRAVA\nPUBLICAÇÃO: 20 10 1967\nFINANÇAS\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. DALTON CANABRAVA\nPUBLICAÇÃO: 9 11 1967\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 22 11 1967\nSANCIONADO\nPUBLICAÇÃO DA LEI: 2 12 1967"")",list(),list(),N,"list(id = 1183, nome = ""DEPUTADO FUHAD SAHIONE"", partido = ""MDB"")",NA,NULL,LEI 4665 1967 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/4665/1967,LEI 4665 1967 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,340,1967,GOVERNADOR DO ESTADO,"DISPÕE SOBRE CONTRATO DE PESSOAL SOB REGIME DA CONSOLIDAÇÃO DAS LEIS DO
TRABALHO.",ADMINISTRAÇÃO PÚBLICA,"NORMAS, CONTRATAÇÃO, SERVIDOR, REGIME JURÍDICO, (CLT), ADMINISTRAÇÃO
ESTADUAL.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1967-09-23,000150951,PL. 340 1967 - PROJETO DE LEI,,"ADMINISTRAÇÃO ESTADUAL
PESSOAL",NA,NA,20131024,1508,rosanacf,1967-09-21,"list(passo = 1, data = ""1967-09-21"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nCOMISSÕES:\nDISCUSSÃO ÚNICA\nJUSTIÇA, SERVIÇO PÚBLICO E FINANÇAS (REUNIÃO CONJUNTA)\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 10 10 1967 E 11 10 1967\nÀ COMISSÃO ESPECIAL, CONFORME ART. 4 DA RESOLUÇÃO 803.\nAPROVADO PELA COMISSÃO ESPECIAL DE ACORDO COM O PARECER DO VENCIDO\nDAS COMISSÕES DE FINANÇAS, DE JUSTIÇA E DE SERVIÇO PÚBLICO, EM\n20 10 1967, REJEITADA A SUBEMENDA 2 E APROVADA A SUBEMENDA 1.\nPUBLICAÇÃO: 9 11 1967\nSANCIONADO\nPUBLICAÇÃO DA LEI: 18 11 1967"")",list(),list(),N,NULL,NA,"list(descricao = ""MSG 102 1967"")",LEI 4639 1967 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/4639/1967,LEI 4639 1967 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,339,1967,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A ANULAR, TOTAL OU PARCIALMENTE,
DOTAÇÕES ORÇAMENTÁRIAS PARA FINS QUE MENCIONA.",NA,"AUTORIZAÇÃO, EXECUTIVO, ANULAÇÃO, DOTAÇÃO ORÇAMENTÁRIA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1967-09-23,000150952,PL. 339 1967 - PROJETO DE LEI,,ORÇAMENTO,NA,NA,20130318,0935,vitoria,1967-09-21,"list(passo = 1, data = ""1967-09-21"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. RONALDO CANEDO\nPUBLICAÇÃO: 13 10 1967\nFINANÇAS\nDISCUSSÃO ÚNICA\nRELATOR: DEP. EXPEDITO TAVARES\nPUBLICAÇÃO: 13 10 1967\nÀ COMISSÃO ESPECIAL, CONFORME ART. 4 DA RESOLUÇÃO 803.\nAPROVADO PELA COMISSÃO ESPECIAL, EM 20 10 1967.\nPUBLICAÇÃO: 9 11 1967\nSANCIONADO\nPUBLICAÇÃO DA LEI: 15 11 1967"")",list(),list(),N,NULL,NA,"list(descricao = ""MSG 101 1967"")",LEI 4635 1967 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/4635/1967,LEI 4635 1967 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,338,1967,GOVERNADOR DO ESTADO,REORGANIZA A CAIXA ECONÔMICA DO ESTADO DE MINAS GERAIS.,ADMINISTRAÇÃO PÚBLICA,"REORGANIZAÇÃO, CAIXA ECONÔMICA ESTADUAL (MINASCAIXA).",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1967-09-23,000150953,PL. 338 1967 - PROJETO DE LEI,,"AUTARQUIA
CAIXA ECONÔMICA DO ESTADO DE MINAS GERAIS S/A (MINASCAIXA)",ARQUIVO,19710131,20170803,1557,m17461,1967-09-21,"list(passo = 1, data = ""1967-09-21"", local = ""PLENÁRIO"", historico = ""RETIRADO DE PAUTA.\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,NULL,NA,"list(descricao = ""PL. 1898 1965"")",NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,337,1967,DEPUTADO JOSÉ RAIMUNDO                     MDB,"AUTORIZA O GOVERNO A CONCEDER ESTÁGIO SEM REMUNERAÇÃO, AOS
ESTUDANTES UNIVERSITÁRIOS, EM ÓRGÃOS PÚBLICOS.",NA,"AUTORIZAÇÃO, EXECUTIVO, CONCESSÃO, ESTÁGIO, AUSÊNCIA, REMUNERAÇÃO,
ESTUDANTE, ENSINO SUPERIOR.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1967-09-22,000150954,PL. 337 1967 - PROJETO DE LEI,647,"EXECUTIVO
PESSOAL",ARQUIVO,19710131,20130318,0934,vitoria,1967-09-21,"list(passo = 1, data = ""1967-09-21"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 27 9 1967\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ LUIZ BACCARINI\nPUBLICAÇÃO: 9 11 1967 E 25 11 1967\nSERVIÇO PÚBLICO\nSEGUNDA DISCUSÃO\nRELATORA: DEP. MARIA PENA\nPUBLICAÇÃO: 9 11 1967 E 25 11 1967\nARQUIVADO, FINAL LEGISLATURA"")",list(),list(),N,"list(id = 647, nome = ""DEPUTADO JOSÉ RAIMUNDO"", partido = ""MDB"")",NA,NULL,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,336,1967,DEPUTADO GERALDO QUINTÃO                   ARENA,"DÁ DENOMINAÇÃO DE JOSÉ MOREIRA BOWEN AO GINÁSIO ESCOLAR MARQUES DO
PARANÁ, DA CIDADE DE TIMÓTEO.",NA,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, TIMÓTEO.",REJEITADO,RJTDO,PROPOSIÇÕES REJEITADAS,MRJTD,1967-09-22,000150955,PL. 336 1967 - PROJETO DE LEI,750,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,NA,20120402,1454,rosanacf,1967-09-20,"list(passo = 1, data = ""1967-09-20"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 29 9 1967\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MAURÍLIO CAMBRAIA\nPUBLICAÇÃO: 14 10 1967\nREJEITADO, EM 17 10 1967, DE ACORDO COM O ART. 55, DA CONSTITUIÇÃO\nESTADUAL."")",list(),list(),N,"list(id = 750, nome = ""DEPUTADO GERALDO QUINTÃO"", partido = ""ARENA"")",NA,NULL,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,334,1967,DEPUTADO TARGINO RAIMUNDO                  MDB,"TORNA ESCOLAS REUNIDAS EM GRUPO ESCOLAR, MUDA-LHE A DENOMINAÇÃO
E DÁ OUTRAS PROVIDÊNCIAS.",NA,"ALTERAÇÃO, DENOMINAÇÃO, ESCOLAS REUNIDAS, TRANSFORMAÇÃO, GRUPO ESCOLAR.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1967-09-20,000150958,PL. 334 1967 - PROJETO DE LEI,1190,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",ARQUIVO,19710131,20120402,1453,rosanacf,1967-09-18,"list(passo = 1, data = ""1967-09-18"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 29 9 1967\nARQUIVADO, FINAL DE LEGISLATURA"")",list(),list(),N,"list(id = 1190, nome = ""DEPUTADO TARGINO RAIMUNDO"", partido = ""MDB"")",NA,NULL,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,333,1967,DEPUTADO JOÃO FERRAZ                       ARENA,"CONCEDE O TÍTULO DE CIDADÃO HONORÁRIO DO ESTADO DE MINAS GERAIS
AO SR. PAULO CABRAL DE ARAÚJO.",NA,"CONCESSÃO HONORÍFICA, TÍTULO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1967-09-20,000150959,PL. 333 1967 - PROJETO DE LEI,1171,HOMENAGEM,NA,NA,20150325,1655,m17461,1967-09-18,"list(passo = 1, data = ""1967-09-18"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 21 9 1968\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 31 5 1968\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 19 6 1968\nREDAÇÃO FINAL\nAPROVAÇÃO: 20 6 1968\nCOMISSÕES:\nCONSELHO PERMANENTE DA MEDALHA DA INCONFIDÊNCIA\nRELATOR: CONSELHEIRO DOM SERAFIM\nPARECER FAVORÁVEL\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. RONALDO CANEDO\nPUBLICAÇÃO: 30 5 1968\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOSÉ DOMINGUES\nPUBLICAÇÃO: 13 6 1968\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. ALMEIDA PEIXOTO\nPUBLICAÇÃO: 21 6 1968\nSANCIONADO\nPUBLICAÇÃO DA LEI: 28 6 1968"")",list(),list(),N,"list(id = 1171, nome = ""DEPUTADO JOÃO FERRAZ"", partido = ""ARENA"")",NA,NULL,LEI 4843 1968 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/4843/1968,LEI 4843 1968 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,332,1967,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A ANULAR DOTAÇÕES ORÇAMENTÁRIAS E ABRIR À
IMPRENSA OFICIAL O CRÉDITO ESPECIAL DE 200.000,00.",FINANÇAS PÚBLICAS,"AUTORIZAÇÃO, EXECUTIVO, ANULAÇÃO, DOTAÇÃO ORÇAMENTÁRIA, ABERTURA,
CRÉDITO ESPECIAL, IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS (IOMG).",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1967-09-20,000150960,PL. 332 1967 - PROJETO DE LEI,,CRÉDITO,NA,NA,20161014,1106,malves,1967-09-18,"list(passo = 1, data = ""1967-09-18"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. GERARDO RENAULT\nPUBLICAÇÃO: 13 10 1967\nFINANÇAS\nDISCUSSÃO ÚNICA\nRELATOR: DEP. FUHAD SAHIONE\nPUBLICAÇÃO: 13 10 1967\nAPROVADO PELA COMISSÃO ESPECIAL, DE ACORDO COM O PROJETO ORIGINAL,\nEM 17 10 1967.\nPUBLICAÇÃO: 26 10 1967\nSANCIONADO\nPUBLICAÇÃO DA LEI: 7 11 1967"")",list(),list(),N,NULL,NA,"list(descricao = ""MSG 100 1967"")",LEI 4625 1967 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/4625/1967,LEI 4625 1967 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,331,1967,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A ABRIR O CRÉDITO ESPECIAL DE
115.040,00 À SECRETARIA DA FAZENDA, ANULAR PARCIAL OU TOTALMENTE
DOTAÇÕES ORÇAMENTÁRIAS. (CONVÊNIO ENTRE O ESTADO DE MINAS GERAIS
E O MINISTÉRIO DA GUERRA, ATRAVÉS DA DIRETORIA DO SERVIÇO
GEOGRÁFICO DO EXÉRCITO).",NA,"AUTORIZAÇÃO, EXECUTIVO, ANULAÇÃO, DOTAÇÃO ORÇAMENTÁRIA, ABERTURA,
CRÉDITO ESPECIAL, SECRETARIA DE ESTADO DE FAZENDA (SEF), EXECUÇÃO,
CONVÊNIO, (MG), (DSG), EXÉRCITO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1967-09-20,000150961,PL. 331 1967 - PROJETO DE LEI,,"CRÉDITO
ORÇAMENTO",NA,NA,20130318,0932,vitoria,1967-09-18,"list(passo = 1, data = ""1967-09-18"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. JAIRO MAGALHÃES\nAPROVAÇÃO: 6 10 1967\nFINANÇAS\nDISCUSSÃO ÚNICA\nRELATOR: DEP. HERÁCLITO ORTIGA\nAPROVAÇÃO: 6 10 1967\nAPROVADO PELA COMISSÃO ESPECIAL, DE ACORDO COM O ORIGINAL, EM\n17 10 1967.\nPUBLICAÇÃO: 26 10 1967\nSANCIONADO\nPUBLICAÇÃO DA LEI: 7 11 1967"")",list(),list(),N,NULL,NA,NULL,LEI 4629 1967 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/4629/1967,LEI 4629 1967 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,330,1967,GOVERNADOR DO ESTADO,"DISPÕE SOBRE A COBRANÇA DO IMPOSTO SOBRE TRANSMISSÃO DE PROPRIEDADE
""CAUSA-MORTIS"".",FINANÇAS PÚBLICAS,"NORMAS, COBRANÇA, IMPOSTO DE TRANSMISSÃO CAUSA MORTIS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1967-09-20,000150962,PL. 330 1967 - PROJETO DE LEI,,TRIBUTOS,NA,NA,20131024,1509,rosanacf,1967-09-18,"list(passo = 1, data = ""1967-09-18"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nCOMISSÕES:\nJUSTIÇA\nPERDEU PRAZO\nFINANÇAS\nPERDEU PRAZO\nAPROVADO PELA COMISSÃO ESPECIAL, COM A EMENDA 2 DO\nDEP. JORGE FERRAZ, EM 17 10 1967\nPUBLICAÇÃO: 26 10 1967\nSANCIONADO\nPUBLICAÇÃO DA LEI: 7 11 1967"")",list(),list(),N,NULL,NA,"list(descricao = ""MSG 98 1967"")",LEI 4624 1967 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/4624/1967,LEI 4624 1967 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,328,1967,DEPUTADO BONIFÁCIO DE ANDRADA              ARENA,"DECLARA DE UTILIDADE PÚBLICA A CASA DO ESTUDANTE MINEIRO - CEM -,
COM SEDE EM BELO HORIZONTE.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",REJEITADO,RJTDO,PROPOSIÇÕES REJEITADAS,MRJTD,1967-09-19,000150963,PL. 328 1967 - PROJETO DE LEI,281,UTILIDADE PÚBLICA,NA,NA,20120302,1459,rosanacf,1967-09-15,"list(passo = 1, data = ""1967-09-15"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nCOMISSÕES:\nJUSTIÇA\nRELATOR: DEP. MAURÍLIO CAMBRAIA.\nPUBLICAÇÃO: 12 10 1967\nREJEITADO, DE ACORDO COM ART. 55 DA CONSTITUIÇÃO ESTADUAL, EM\n17 10 1967"")",list(),list(),N,"list(id = 281, nome = ""DEPUTADO BONIFÁCIO DE ANDRADA"", partido = ""ARENA"")",DELIBERAÇÃO DE PLENÁRIO,NULL,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,327,1967,DEPUTADO TARGINO RAIMUNDO                  MDB,"DÁ DENOMINAÇÃO À ESCOLA PRIMÁRIA - (ESCOLAS COMBINADAS DE NOSSA
SENHORA DA GLÓRIA, NO MUNICÍPIO DE SANTO HIPÓLITO).",NA,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, SANTO HIPÓLITO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1967-09-19,000150964,PL. 327 1967 - PROJETO DE LEI,1190,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,NA,20120402,1451,rosanacf,1967-09-15,"list(passo = 1, data = ""1967-09-15"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 27 9 1967\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 24 10 1967\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 14 11 1967\nREDAÇÃO FINAL\nAPROVAÇÃO: 22 11 1967\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ RAIMUNDO\nPUBLICAÇÃO: 5 10 1967\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOSÉ RAIMUNDO\nPUBLICAÇÃO: 9 11 1967\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. LUIZ BACCARINI\nPUBLICAÇÃO: 22 11 1967\nSANCIONADO\nPUBLICAÇÃO DA LEI: 30 11 1967"")",list(),list(),N,"list(id = 1190, nome = ""DEPUTADO TARGINO RAIMUNDO"", partido = ""MDB"")",NA,NULL,LEI 4664 1967 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/4664/1967,LEI 4664 1967 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,326,1967,DEPUTADO TARGINO RAIMUNDO                  MDB,"DISPÕE SOBRE A DENOMINAÇÃO DE ESTABELECIMENTO DE ENSINO PRIMÁRIO
(ESCOLAS COMBINADAS DE CONTRIA, MUNICÍPIO DE CORINTO).",NA,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, CORINTO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1967-09-19,000150965,PL. 326 1967 - PROJETO DE LEI,1190,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,NA,20120402,1450,rosanacf,1967-09-15,"list(passo = 1, data = ""1967-09-15"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 26 9 1967\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 20 10 1967\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 23 11 1967\nREDAÇÃO FINAL\nAPROVAÇÃO: 24 11 1967\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ RAIMUNDO\nPUBLICAÇÃO: NÃO CONSTA\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. RONALDO CANEDO\nPUBLICAÇÃO: 28 10 1967\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NELSON LOMBARDI\nPUBLICAÇÃO: 29 11 1967\nSANCIONADO\nPUBLICAÇÃO DA LEI: 5 12 1967"")",list(),list(),N,"list(id = 1190, nome = ""DEPUTADO TARGINO RAIMUNDO"", partido = ""MDB"")",NA,NULL,LEI 4667 1967 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/4667/1967,LEI 4667 1967 - LEI ORDINÁRIA,NA,NA
