dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,indexacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,assuntoGeral,norma,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,linksOrigem,acompanhamento,local,arquivamento,autoresEstruturados,regime,tema,legislacaoCitada,linkLegislacao.url,linkLegislacao.rotulo,observacao
Remissivo,PROJETO DE LEI,PL,388,1983,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A PERMUTAR IMÓVEL DE PROPRIEDADE DO ESTADO
COM O DE ANTÔNIO PEREIRA DO CARMO, SITUADO NO MUNICÍPIO DE ITAGUARA.","AUTORIZAÇÃO, EXECUTIVO, PERMUTA, IMÓVEL, MUNICÍPIO, ITAGUARA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-10-25,000143183,PL. 388 1983 - PROJETO DE LEI,,IMÓVEL,LEI 8501 1983 - LEI ORDINÁRIA,20120530,1718,rosanacf,1983-10-20,"list(passo = 1, data = ""1983-10-20"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 29 11 1983\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 11 1983\nCOMISSÕES:\nJUSTIÇA, ECONOMIA, FINANÇAS\nENCAMINHADO À MESA, PARA SER VOTADO, PORQUE PERDEU PRAZO NAS\nCOMISSÕES.\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOÃO FERRAZ\nPUBLICAÇÃO: 8 2 1983\nSANCIONADO\nPUBLICAÇÃO DA LEI: 16 12 1983"")",list(),list(),"list(descricao = ""MSG 150 1983"")",N,NA,NA,NULL,NA,NA,NA,/legislacao/mineira/LEI/8501/1983,LEI 8501 1983 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,387,1983,DEPUTADO GERALDO PEREIRA SOBRINHO          PMDB,"DECLARA DE UTILIDADE PÚBLICA O INSTITUTO MISSIONÁRIOS, PARA
EVANGELIZAÇÃO E ANIMAÇÃO DE COMUNIDADE - MEAC, NÚCLEO DE MINAS
GERAIS, COM SEDE EM SABARÁ, MINAS GERAIS.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, SABARÁ.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1983-10-20,000143184,PL. 387 1983 - PROJETO DE LEI,74,UTILIDADE PÚBLICA,NA,20120130,1424,rosanacf,1983-10-18,"list(passo = 1, data = ""1983-10-18"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 28 10 1983\nARQUIVADO, FINAL DA LEGISLATURA."")",list(),list(),NULL,N,ARQUIVO,19870131,"list(id = 74, nome = ""DEPUTADO GERALDO PEREIRA SOBRINHO"", partido = ""PMDB"")",NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,386,1983,DEPUTADO PAULO ALMADA                      PMDB,"DECLARA DE UTILIDADE PÚBLICA O FUNDO ASSISTENCIAL SHALOM, COM
FORO JURÍDICO EM BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-10-20,000143185,PL. 386 1983 - PROJETO DE LEI,2811,UTILIDADE PÚBLICA,LEI 8964 1985 - LEI ORDINÁRIA,20120130,1425,rosanacf,1983-10-18,"list(passo = 1, data = ""1983-10-18"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 17 9 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 29 8 1985\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 11 9 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 18 9 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ANTÔNIO FARIA\nPUBLICAÇÃO: 9 8 1985\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. SÍLVIO MITRE\nPUBLICAÇÃO: 6 9 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. GERALDO RIBEIRO\nPUBLICAÇÃO: 21 9 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 10 10 1985"")",list(),list(),NULL,N,NA,NA,"list(id = 2811, nome = ""DEPUTADO PAULO ALMADA"", partido = ""PMDB"")",DELIBERAÇÃO DE PLENÁRIO,NA,NA,/legislacao/mineira/LEI/8964/1985,LEI 8964 1985 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,385,1983,DEPUTADO PAULO ALMADA                      PMDB,"DECLARA DE UTILIDADE PÚBLICA O INSTITUTO DOS ENGENHEIROS DO
BRASIL - IEB, COM SEDE EM BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-10-20,000143186,PL. 385 1983 - PROJETO DE LEI,2811,UTILIDADE PÚBLICA,LEI 8546 1984 - LEI ORDINÁRIA,20120130,1425,rosanacf,1983-10-18,"list(passo = 1, data = ""1983-10-18"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 28 10 1983\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 29 11 1983\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 13 4 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 18 4 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ DA CONCEIÇÃO\nPUBLICAÇÃO: 18 11 1983\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOSÉ DA CONCEIÇÃO\nPUBLICAÇÃO: 23 3 1983\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 19 4 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 11 5 1984"")",list(),list(),NULL,N,NA,NA,"list(id = 2811, nome = ""DEPUTADO PAULO ALMADA"", partido = ""PMDB"")",DELIBERAÇÃO DE PLENÁRIO,NA,NA,/legislacao/mineira/LEI/8546/1984,LEI 8546 1984 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,384,1983,DEPUTADO DOMINGOS LANNA                    PFL,"AUTORIZA O PODER EXECUTIVO A CONTAR TEMPO DE SERVIÇO DOS
SERVIDORES QUE MUDARAM DO REGIME JURÍDICO DA CONSOLIDAÇÃO DAS
LEIS DO TRABALHO PARA REGIME ESTATUTÁRIO PARA FINS DE FÉRIAS
PRÊMIO.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1983-10-12,000143187,PL. 384 1983 - PROJETO DE LEI,1679,NA,NA,20100203,1433,moreka,1983-10-10,"list(passo = 1, data = ""1983-10-10"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 27 10 1983\nARQUIVADO FINAL DE LEGISLATURA."")",list(),list(),NULL,N,ARQUIVO,19870131,"list(id = 1679, nome = ""DEPUTADO DOMINGOS LANNA"", partido = ""PFL"")",NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,383,1983,DEPUTADO GERALDO DA COSTA PEREIRA          PMDB,"ADOTA NO ÂMBITO DO ESTADO DE MINAS GERAIS, ACOLHENDO
RECOMENDAÇÃO DA ONU, O DIA 8 DE OUTUBRO COMO O DIA MUNDIAL DO
SERVIÇO LEONÍSTICO.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1983-10-12,000143188,PL. 383 1983 - PROJETO DE LEI,2036,NA,NA,19980101,NA,Carga,1983-10-10,"list(passo = 1, data = ""1983-10-10"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 28 10 1983\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 29 11 1983\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 13 4 1983\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ MARIA CHAVES\nPUBLICAÇÃO: 17 11 1983\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOSÉ MARIA CHAVES\nPUBLICAÇÃO: 23 3 1984\nARQUIVADO EM 18 10 1984 A REQUERIMENTO DO AUTOR."")",list(),list(),NULL,N,NA,NA,"list(id = 2036, nome = ""DEPUTADO GERALDO DA COSTA PEREIRA"", partido = ""PMDB"")",DELIBERAÇÃO DE PLENÁRIO,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,382,1983,DEPUTADO JOSÉ MARIA CHAVES                 PMDB,"DÁ NOVA REDAÇÃO AO ART. 12 DA LEI 6003, DE 12 DE OUTUBRO DE 1972.
(COMPOSIÇÃO DA COORDENAÇÃO DA POLÍTICA DE PROCESSAMENTO DE DADOS).",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1983-10-11,000143189,PL. 382 1983 - PROJETO DE LEI,2805,NA,NA,20100203,1433,moreka,1983-10-07,"list(passo = 1, data = ""1983-10-07"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 27 10 1983\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 29 11 1983, COM EMENDA 1.\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. WAINER ÁVILA\nPUBLICAÇÃO: 22 11 1983\nMESA DA ASSEMBLEIA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MANOEL CONEGUNDES\nPUBLICAÇÃO: 22 11 1983\nMESA DA ASSEMBLEIA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. MANOEL CONEGUNDES\nPUBLICAÇÃO: 1 12 1983\nARQUIVADO FINAL DE LEGISLATURA."")",list(),list(),NULL,N,ARQUIVO,19870131,"list(id = 2805, nome = ""DEPUTADO JOSÉ MARIA CHAVES"", partido = ""PMDB"")",NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,381,1983,DEPUTADO KEMIL KUMAIRA                     PSDB,"DISPÕE SOBRE CONTAGEM DE TEMPO DE SERVIÇO PÚBLICO DE SERVIDORES
DE CARTÓRIO PARA EFEITO DE APOSENTADORIA E VANTAGENS FUNCIONAIS.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1983-10-11,000143190,PL. 381 1983 - PROJETO DE LEI,1695,NA,NA,20100203,1432,moreka,1983-10-07,"list(passo = 1, data = ""1983-10-07"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 27 10 1983\nARQUIVADO FINAL DE LEGISLATURA."")",list(),list(),NULL,N,ARQUIVO,19870131,"list(id = 1695, nome = ""DEPUTADO KEMIL KUMAIRA"", partido = ""PSDB"")",NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,380,1983,GOVERNADOR DO ESTADO,"AUTORIZA A CAIXA ECONÔMICA DO ESTADO DE MINAS GERAIS A ALIENAR IMÓVEL
QUE MENCIONA.","AUTORIZAÇÃO, CAIXA ECONÔMICA ESTADUAL (MINASCAIXA), ALIENAÇÃO, IMÓVEL,
MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-10-11,000143191,PL. 380 1983 - PROJETO DE LEI,,IMÓVEL,LEI 8463 1983 - LEI ORDINÁRIA,20170217,1156,malves,1983-10-07,"list(passo = 1, data = ""1983-10-07"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 7 11 1983 (COM EMENDAS 1 E 2)\nREDAÇÃO FINAL\nPUBLICAÇÃO: 8 11 1983\nCOMISSÕES:\nJUSTIÇA, ECONOMIA, FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. WAINER ÁVILA\nPUBLICAÇÃO: 29 10 1983 E 5 11 1983\nREDAÇÃO\nREDAÇÃO FINAL\nRELATORA: DEP. VERA COUTINHO\nPUBLICAÇÃO: 10 11 1983\nSANCIONADO\nPUBLICAÇÃO DA LEI: 17 11 1983"")",list(),list(),"list(descricao = ""MSG 147 1983"")",N,NA,NA,NULL,NA,NA,NA,/legislacao/mineira/LEI/8463/1983,LEI 8463 1983 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,379,1983,DEPUTADO PAULO ARAÚJO                      PMDB,"DÁ A DENOMINAÇÃO DE ESCOLA ESTADUAL PROFESSOR PAULO MÁRIO DEL GIUDICE
À ESCOLA DE SÃO JOSÉ DO TRIUNFO, NO DISTRITO DE SILVESTRE, MUNICÍPIO
DE VIÇOSA.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, VIÇOSA.",RETIRADO DE TRAMITAÇÃO,RETRA,OUTRAS SITUAÇÕES,MOUTR,1983-10-08,000143193,PL. 379 1983 - PROJETO DE LEI,2810,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,20120503,1609,rosanacf,1983-10-06,"list(passo = 1, data = ""1983-10-06"", local = ""PLENÁRIO"", historico = ""O PROJETO FOI RETIRADO ATRAVÉS DE REQUERIMENTO DO AUTOR, DEFERIDO\nEM 25 10 1983."")",list(),list(),NULL,N,NA,NA,"list(id = 2810, nome = ""DEPUTADO PAULO ARAÚJO"", partido = ""PMDB"")",NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,378,1983,DEPUTADO SAMIR TANNÚS                      PMDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DE ASSISTÊNCIA AO MENOR
CARENTE - AAMC, SEDIADA EM SANTA VITÓRIA, MINAS GERAIS.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, SANTA VITÓRIA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-10-08,000143194,PL. 378 1983 - PROJETO DE LEI,1463,UTILIDADE PÚBLICA,LEI 8552 1984 - LEI ORDINÁRIA,20120130,1456,rosanacf,1983-10-06,"list(passo = 1, data = ""1983-10-06"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 28 10 1983\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 29 11 1983\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 13 4 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 18 4 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ BONIFÁCIO\nPUBLICAÇÃO: 17 11 1983\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 23 3 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 19 4 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 11 5 1984."")",list(),list(),NULL,N,NA,NA,"list(id = 1463, nome = ""DEPUTADO SAMIR TANNÚS"", partido = ""PMDB"")",NA,NA,NA,/legislacao/mineira/LEI/8552/1984,LEI 8552 1984 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,377,1983,DEPUTADO FERRAZ CALDAS                     PMDB,"DECLARA DE UTILIDADE PÚBLICA A CASA DO ESTUDANTE RURAL DE
MACHADO, COM SEDE EM MACHADO.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, MACHADO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-10-08,000143195,PL. 377 1983 - PROJETO DE LEI,1690,UTILIDADE PÚBLICA,LEI 8550 1984 - LEI ORDINÁRIA,20120130,1457,rosanacf,1983-10-06,"list(passo = 1, data = ""1983-10-06"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 28 10 1983\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 29 11 1983\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 13 4 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 18 4 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. PAULO FERRAZ\nPUBLICAÇÃO: 17 11 1983\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOSÉ MARIA CHAVES\nPUBLICAÇÃO: 23 3 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 19 4 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 11 5 1984"")",list(),list(),NULL,N,NA,NA,"list(id = 1690, nome = ""DEPUTADO FERRAZ CALDAS"", partido = ""PMDB"")",DELIBERAÇÃO DE PLENÁRIO,NA,NA,/legislacao/mineira/LEI/8550/1984,LEI 8550 1984 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,376,1983,DEPUTADO ROBERTO JUNQUEIRA                 PDS,"DÁ DENOMINAÇÃO DE DR. WALTER CORREA DE CARVALHO AO CENTRO DE SAÚDE DA
CIDADE DE POÇOS DE CALDAS.","DENOMINAÇÃO, CENTRO DE SAÚDE, MUNICÍPIO, POÇOS DE CALDAS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-10-08,000143196,PL. 376 1983 - PROJETO DE LEI,2051,PRÓPRIO PÚBLICO,LEI 8557 1984 - LEI ORDINÁRIA,20120503,1610,rosanacf,1983-10-06,"list(passo = 1, data = ""1983-10-06"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 28 10 1983\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 29 11 1983\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 13 4 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 18 4 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 25 11 1983\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 22 3 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 19 4 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 11 5 1984"")",list(),list(),NULL,N,NA,NA,"list(id = 2051, nome = ""DEPUTADO ROBERTO JUNQUEIRA"", partido = ""PDS"")",NA,NA,NA,/legislacao/mineira/LEI/8557/1984,LEI 8557 1984 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,375,1983,DEPUTADO JOSÉ LAVIOLA                      PMDB,"AUTORIZA O PODER EXECUTIVO A REVERTER AO PATRIMÔNIO DO MUNICÍPIO
DE DIVINO DAS LARANJEIRAS IMÓVEL DE QUE TRATA.","AUTORIZAÇÃO, EXECUTIVO, REVERSÃO, IMÓVEL, MUNICÍPIO, DIVINO DAS
LARANJEIRAS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-10-08,000143197,PL. 375 1983 - PROJETO DE LEI,1471,IMÓVEL,LEI 8534 1984 - LEI ORDINÁRIA,20120530,1730,rosanacf,1983-10-06,"list(passo = 1, data = ""1983-10-06"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 27 10 1983\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 29 11 1983\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 27 3 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 5 4 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. FERNANDO RAINHO\nECONOMIA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO DOS PARECERES: 25 11 1983\nFINANÇAS\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JUAREZ HOSKEN\nPUBLICAÇÃO: 15 3 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 30 3 1983\nSANCIONADO\nPUBLICAÇÃO DA LEI: 25 4 1984"")",list(),list(),NULL,N,NA,NA,"list(id = 1471, nome = ""DEPUTADO JOSÉ LAVIOLA"", partido = ""PMDB"")",NA,NA,NA,/legislacao/mineira/LEI/8534/1984,LEI 8534 1984 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,373,1983,DEPUTADO WAINER ÁVILA                      PMDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO A MATERNIDADE E A
INFÂNCIA DE ESTRELA-D'ALVA, FUNDADA EM 29 DE OUTUBRO DE 1958.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, ESTRELA-D'ALVA.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1983-10-05,000143198,PL. 373 1983 - PROJETO DE LEI,2817,UTILIDADE PÚBLICA,NA,20120130,1540,rosanacf,1983-10-03,"list(passo = 1, data = ""1983-10-03"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 28 10 1983\nARQUIVADO AO FINAL DA LEGISLATURA"")",list(),list(),NULL,N,ARQUIVO,19870131,"list(id = 2817, nome = ""DEPUTADO WAINER ÁVILA"", partido = ""PMDB"")",NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,372,1983,DEPUTADO FERNANDO RAINHO                   PDS,"DÁ A DENOMINAÇÃO DE POSTO DE SAÚDE DR. JOSÉ DE ALBUQUERQUE LINS AO
POSTO DE SAÚDE DA CIDADE DE SANTANA DO DESERTO.","DENOMINAÇÃO, POSTO DE SAÚDE, MUNICÍPIO, SANTANA DO DESERTO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-10-05,000143199,PL. 372 1983 - PROJETO DE LEI,2796,PRÓPRIO PÚBLICO,LEI 8558 1984 - LEI ORDINÁRIA,20120503,1611,rosanacf,1983-10-03,"list(passo = 1, data = ""1983-10-03"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 28 10 1983\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 29 11 1983\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 13 4 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 18 4 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 25 11 1983\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 22 3 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 19 4 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 11 5 1984"")",list(),list(),NULL,N,NA,NA,"list(id = 2796, nome = ""DEPUTADO FERNANDO RAINHO"", partido = ""PDS"")",NA,NA,NA,/legislacao/mineira/LEI/8558/1984,LEI 8558 1984 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,371,1983,DEPUTADO JOSÉ SANTANA                      PDS,"DÁ DENOMINAÇÃO AO ACESSO QUE LIGA A BR-262 AO MUNICÍPIO DE BOM JESUS DO
AMPARO.","DENOMINAÇÃO, RODOVIA, MUNICÍPIO, BOM JESUS DO AMPARO.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1983-10-05,000143200,PL. 371 1983 - PROJETO DE LEI,1680,PRÓPRIO PÚBLICO,NA,20120503,1612,rosanacf,1983-10-03,"list(passo = 1, data = ""1983-10-03"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 11 10 1983\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 29 11 1983\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. PAULO FERRAZ\nPUBLICAÇÃO: 17 11 1983\nARQUIVADO NO FINAL DA LEGISLATURA."")",list(),list(),NULL,N,ARQUIVO,19870131,"list(id = 1680, nome = ""DEPUTADO JOSÉ SANTANA"", partido = ""PDS"")",NA,NA,NA,NA,NA,NA
